system,scenario_id,domain,kind,fault,expected_terminal,expected_effect_count,disposition,first_outcome,second_outcome,effect_count,effect_committed,violation_accepted,security_correct,lifecycle_correct,reason,latency_ns,bundle_bytes
PassThrough,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11016,12168
ToolAllowlist,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4747,12168
GatewayPolicy,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5539,12168
ProvenanceGateway,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,171854,12168
EffectBoundPermit,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,458127,12168
Gateway+Finality,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,161419,12168
CONTINUITY,attack:workspace:UNTRUSTED_FIELD_BINDING:15,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/destination,4243047,12168
PassThrough,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10466,12168
ToolAllowlist,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4677,12168
GatewayPolicy,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4997,12168
ProvenanceGateway,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,202139,12168
EffectBoundPermit,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,459750,12168
Gateway+Finality,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,162600,12168
CONTINUITY,attack:workspace:UNTRUSTED_FIELD_BINDING:16,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/destination,4317708,12168
PassThrough,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10375,12168
ToolAllowlist,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,27541,12168
GatewayPolicy,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5498,12168
ProvenanceGateway,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,176671,12168
EffectBoundPermit,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,471708,12168
Gateway+Finality,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,160417,12168
CONTINUITY,attack:workspace:UNTRUSTED_FIELD_BINDING:17,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/destination,4600746,12168
PassThrough,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10435,12168
ToolAllowlist,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4817,12168
GatewayPolicy,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5258,12168
ProvenanceGateway,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,171634,12168
EffectBoundPermit,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,456465,12168
Gateway+Finality,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,160567,12168
CONTINUITY,attack:workspace:UNTRUSTED_FIELD_BINDING:18,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/destination,4192182,12168
PassThrough,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10455,12168
ToolAllowlist,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4477,12168
GatewayPolicy,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5108,12168
ProvenanceGateway,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,178203,12168
EffectBoundPermit,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,484677,12168
Gateway+Finality,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,untrusted:/action/destination,161960,12168
CONTINUITY,attack:workspace:UNTRUSTED_FIELD_BINDING:19,workspace,attack,UNTRUSTED_FIELD_BINDING,ESCALATE,0,ESCALATE,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_UNRELEASED_FIELD:/action/destination,4116741,12168
PassThrough,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10556,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4977,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4967,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,173928,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,478828,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,590634,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100000,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4183269,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10705,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5088,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5168,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,173326,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,472719,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,603312,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100001,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4178693,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10245,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4327,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,4847,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,172465,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,473570,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,585907,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100002,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4200585,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11417,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4327,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5188,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,169041,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,467271,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,2066246,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100003,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,6090601,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,16284,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4717,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,6319,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,285462,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,526900,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,614630,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100004,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4613546,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,12338,12021
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4717,12021
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5488,12021
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,168219,12021
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,458629,12021
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,776519,12021
CONTINUITY,attack:workspace:DROP_PROVENANCE:100005,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4643089,12021
PassThrough,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,74600,12026
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,6129,12026
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,6359,12026
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,178654,12026
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,465449,12026
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,637863,12026
CONTINUITY,attack:workspace:DROP_PROVENANCE:100006,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4608649,12026
PassThrough,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,11447,12018
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,5078,12018
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5668,12018
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,176331,12018
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,498578,12018
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,605476,12018
CONTINUITY,attack:workspace:DROP_PROVENANCE:100007,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4328073,12018
PassThrough,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,14371,12018
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,58957,12018
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,6239,12018
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,188288,12018
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,544426,12018
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,620578,12018
CONTINUITY,attack:workspace:DROP_PROVENANCE:100008,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4432979,12018
PassThrough,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,12939,12013
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4617,12013
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5548,12013
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,196781,12013
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,588631,12013
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,609802,12013
CONTINUITY,attack:workspace:DROP_PROVENANCE:100009,workspace,attack,DROP_PROVENANCE,DENY,0,DENY,NOT_ATTEMPTED,NOT_ATTEMPTED,0,False,False,True,True,E_ENSURED_FIELD_MISSING:2:/context/protected_field_sources;E_ENSURED_FIELD_MISSING:2:/context/provenance_root;E_NOT_PRESERVED:2:/context/protected_field_sources;E_NOT_PRESERVED:2:/context/provenance_root;E_PROVENANCE_CONTEXT,4300512,12013
PassThrough,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,10876,12028
ToolAllowlist,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,no-effect-boundary,4617,12028
GatewayPolicy,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,5589,12028
ProvenanceGateway,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,policy-allow,188199,12028
EffectBoundPermit,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,459740,12028
Gateway+Finality,attack:workspace:DROP_PROVENANCE:100010,workspace,attack,DROP_PROVENANCE,DENY,0,EXECUTE,EXECUTED,NOT_ATTEMPTED,1,True,True,False,False,EXECUTED,673066,12028
